Category,Activity_name,Price,Age_range,Activity_description,Available_dates
İdman və Döyüş Sənəti,Airsoft Avtomat Atıcılıq (Action AIR),12,7+,"Qiymətə daxildir

Silahla düzgün davranış və təhlükəsizlik qaydaları üzrə brifinq
Peşəkar təlim (düzgün duruş, silahın tutulması, nişan almaq və atəş qaydaları)
Airsoft avtomat silah
25 ədəd airsoft avtomat gülləsi (əlavə güllə bilet alarkən əldə edə bilərsiniz)
Qoruyucu vasitə atıcı gözlüklər (avtomat üçün)
Müxtəlif məsafələrdə olan sabit hədəflər (20 metr, 30 metr, 42 metr)
Fotosessiya imkanı (öz kameranızla)

Qiymət: 12 AZN (airsoft avtomatdan 25 atış (güllə) + təlim)
Vacib qeydlər:

Heç vaxt silah tutmayan və praktiki atıcılıq idmanı ilə tanış olmaq istəyən, yeni başlayanlar üçün də uyğundur.
16 yaşından aşağı uşaqların valideynlə birlikdə gəlməsi mütləqdir.
Aylıq təlimdə iştirak edənlərə peşəkar atıcılıq sertifikatı verilir.

Dil: Azərbaycan və ya Rus dilində (istəyə uyğun olaraq).
Ünvan: Azərbaycan Nəşriyyatın yaxınlığı
Təlimçi haqqında

İngiltərənin atıcılıq akademiyasının rəhbəri Filip Torald tərəfindən və Rusiya atıcılıq üzrə yığma komandasında təlim almışdır.
Atıcılıq üzrə beynəlxalq dərəcəli sertifikatlara sahibdir, həmçinin beynəlxalq və yerli yarışların təşkilatçısıdır. Tələbələri dəfələrlə atıcılıq üzrə keçirilən yarışlarda qalib olmuşdur.
13 illik təcrübəyə malikdir, Beynəlxalq Döyüş və Xüsusi Hazırlıq federasiyasının Vitse prezidentidir.

Atıcılıq Növü Haqqında
Action AIR çərçivəsində siz əsas silahla təhlükəsiz davranış bacarıqları əldə edəcək və praktiki atış qaydaları ilə tanış olacaqsınız. Fəaliyyət həm böyüklər, həm də uşaqlar üçün nəzərdə tutulmuş, müasir, dinamik və innovativ idman növüdür. 
İndi qeydiyyatdan keçin, asudə vaxtınızı daha xoş keçirin!
Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Çərş.A. - Cüm., 12:00-20:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 10:00-20:00 (29 Apr. - 31 Dek.)']"
İdman və Döyüş Sənəti,Voleybol Oyunu (Qoşul Oyna),5,16+,"Proqrama daxildir

2 saatlıq qapalı voleybol oyunu (3-4 komanda ilə yarış şəklində keçirilir);
Bütün standartlara uyğun voleybol meydançası;
Voleybol topu;
Tək olsanız da bilet alıb qoşula bilərsiniz.
Geyinib soyunma otağı və duş

Qiymət: 5AZN (1 nəfər)
Tarix: 
Oyunlar hər həftənin çərşənbə günü saat 20:00 və bazar günü saat 12:00 da keçirilir.
Ünvan: 

Oyunlar Gənclik Metro Stansiyası İqtisadiyyat Universiteti Gənclik Korpusunun yaxınlığında keçirilir.

Qeyd:

Bütov komanda ilə gəlmək istəyənlər isə minumum 10 nəfər olmaldırılar və ən az 1 həftə öncə bilet almalıdırlar.

Dil: Oyunlara istənilən dildə danışan insanlar qoşula bilər.
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Harada oynadığınızdan asılı olmayaraq voleybol sağlam bədən üçün ən yaxşı idman növlərindən biridir. Bu oyun basketbol, beysbol, həndbol və tenisin birləşməsindən yaranmışdır. Voleybol ürək-damar sistemini və əzələləri gücləndirir, göz və əl koordinasiyasını inkişaf etdirir. Ortalama voleybol oyunçusu oyun zamanı 300 dəfə tullanır, bu da sürət, refleks və elastikliyin artmasına kömək edir.
İndi qeydiyyatdan keçin, voleybol ilə daha sağlam bədənə sahib olun!","['Çərş. - Çərş., 20:00-22:00 (03 May - 27 Dek.)', 'Baz - Baz, 12:00-14:00 (30 Apr. - 31 Dek.)']"
"Tamaşa, Teatr, Şoular","Cinema Fulldome - ""Həyatın Mənşəyi""",3,5+,"
Müddət: 25 dəqiqə
Seans: hər şənbə və bazar 14:00
Filmin dili: Azərbaycan dili
Ünvan: Neftçilər Prospekti, Sahil metrosu yaxınlığı
Ləğv qaydası: Qeydiyyatınızı sessiyanın başlamasına 96 saat əvvələ qədər ləğv etmək imkanınız var

Qiymət: 3AZN (Uşaqlar), 5AZN (Böyüklər)
Fulldome Cinema nədir?
Filmlərin nümayiş olunduğu kinoteatr astronomiya və əlaqəli sahələrdə maarifləndirici və əyləncəli şoular vasitəsi ilə ulduzların, planetlərin və digər göy cisimlərinin təsvirlərini izləyə biləcəyiniz ən son nəsil texnologiya ilə təchiz olunmuş yarımkürə qübbəli teatrdır.
""Həyatın Mənşəyi"" filmi haqqında
Bu film həyat elminin ən dərin suallarından bəzilərinə cavab tapmağa yardımçı olur: həyatın mənşəyi və insanın Yerdən kənardakı həyat axtarışı.
Şou Böyük Partlayışdan başlayaraq, xronoloji ardıcıllıqla  Kainatdakı prebiyotik kimyadan, ulduzların , günəş sistemlərinin əmələ gəlməsindən və Yerdəki ilk həyatından bəhs edir. Bundan əlavə, Yer planetindən kənarda (ibtidai) həyat axtarışlarımızı əhatə edir.
Film həyat elmi ilə bağlı bir çox yeni kəşfləri əks etdirir və nümayiş etdirir ki, elmin ən böyük irəliləyişlərini etdiyi vaxt elə indidir!
Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Şən. - Baz, 14:00-14:30 (29 Apr. - 25 Iyn.)']"
Təbiət və Açıq Havada Əyləncə,Poni (Balaca At) Sürmək,10,2 - 7 yaş üçün+,"Qiymətə daxildir:

Bələdçi mehtər
Seçilmiş biletə uyğun müddətdə poni sürmək
Atları oxşamaq və bəsləmək imkanı (özünüzlə bir neçə yerkökü gətirməyiniz kifayətdir)
Ərazidə gəzmək üçün müasir üslübda ferma

Qiymət: 

10AZN (6 dairə)
15AZN (9 dairə)

Vacib qeydlər

2-7 yaş uşaqlar üçün idealdır.
Uzun şalvar və örtülü ayaqqabılar (xüsusən də uşağınızla yanaşı gəzirsinizsə).
İş saatları ərzində istənilən vaxt gələ bilərsiniz.
Gələrkən ailələr özləri ilə yemək gətirə bilərlər.

Dil: Azərbaycan və Rus dilində
Ünvan: Mərdəkan, Bakı, Havalimanı yaxınlığında
Poni Sürmək Haqqında
Poni sürmək uşaqlarınızın həmişə özlərilə qürur duyacaqları fəaliyyətdir. Ata minmək uşaqlar üçün unudulmaz bir təcrübədir və mehtərlərimiz onlara təhlükəsiz və rahat bir şəraitdə kiçik çapar olmağa kömək edəcəklər.
Valideynlər və uşaqlar eyni zamanda rəngarəng bitkilərdən, quşlardan, sərin və təzə mehdən zövq alaraq atçılıq mərkəzinin təsərrüfatında gözəl mənzərələri seyr edə bilərlər. Ərazidə restoran və çay üçün kiçik bir kafe müstəqil fəaliyyət göstərir. İstədiyiniz qədər ərazidə gəzə bilərsiniz.
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
İndi qeydiyyatdan keçin!","['Baz.E. - Baz, 10:00-19:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 10:00-19:00 (28 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,Dulusçuluq Sənəti,30,3+,"Qiymətə daxildir:

Peşəkar dulusçu tərəfindən təlim
Dulusçuluq masterklassı (1 əsər; hazırlanan əsəri iştirakçı özü ilə aparır).
Bütün lazımi ləvazimatlar və material (çarx, gil, forma verən alət və qəliblər, önlük, və s).
Boyama texnikası və əsərin rənglərlə dizayn edilməsi (fırça və boyalar təmin olunur).
Çay süfrəsi və dadlı şirniyyatlar
Foto sessiya imkanı (öz kameranızla)

Müddət: Təqribi 1,5 - 2 saat
Qiymət:

Birdəfəlik: 30AZN

Dil: Sessiya Azərbaycan və Rus dillərində aparıla bilər.
Ünvan: Mərdanov Qardaşları 20 (Tarqovı)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Dulusçuluq Sənəti Haqqında
Dulusçuluğun tarixinin təxminən 20000 il əvvələ qədər uzandığını bilirdiniz? Hətta dünyaca məşhur rəssam Pablo Pikasso da bu sənətə vurularaq öz emalatxanasında 3000-dən çox saxsıqab və heykəl düzəldib. 
Proqram
Masterklass bir iştirakçı üçün 1 saat davam edir. Bu fəaliyyətdə iştirakçı saxsı qabların hazırlanmasının müxtəlif üsulları ilə tanış olur və müxtəlif texnikaları istifadə etməklə gilə arzu olunan formanı nəcə verməyi öyrənir. Bir sözlə, əlində olan gil və suyu öz xəyalındakı əsərə necə çevirə biləcəyini kəşf edir. Daha sonra öz zövqünə uyğun əsəri rəngləyir.","['Çərş.A. - Baz, 11:00-18:00 (28 Apr. - 30 Iyl.)']"
İdman və Döyüş Sənəti,4 Qat Çempion ilə Badminton Oyunu,7,18+,"Qiymətə daxildir

4 qat Azərbaycan çempionu tərəfindən badminton təlimi
Roketka, volan (badminton topu) və standardlara uyğun badminton meydançası
Oyundan əvvəl və sonra istifadə üçün dəyişmə otağı
İsti və soyuq su ilə təmin olunmuş hamam/duş
1 və ya 2 saatlıq oyun
Həvəskar badminton çempionatında iştirak imkanı (davamlı oyunlarda iştirak edən oyunçular üçün) 

Qeyd: Tək olduğunuz halda da bilet ala bilərsiniz, oyunlarda iştirak edənlər çoxdur və uyğun digər oyunçularla oynayacaqsınız. İdman geyimində və ayaqqabısında gəlməyiniz vacibdir.
Qiymət: 

1 saatlıq oyun bileti: Böyüklər 7AZN:
2 saatlıq oyun bileti: Böyüklər 12AZN:
Aylıq 8 dərs (1 saatlıq): Böyüklər 55AZN 
Aylıq 8 dərs (2 saatlıq): Böyüklər 85AZN 

Dil: Hansı dildə danışmağınızdan asılı olmayaraq iştirak edə bilərsiniz. Məşqçi Azərbaycan, İngilis və Rus dillərində sizə istiqamət verəcək
Məkan: 2 saylı Tibb Kollecinin yaxınlığı (dəqiq məkan sizə)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Badminton Haqqında Məlumat
Badminton tennisə bənzər idman oyunudur və 1992-ci ildən Olimpiya idman növü hesab olunur. Qaydalarının sadəliyinə, kiçik meydançada, çəmənlik və çimərliklərdə oynamaq imkanı olduğuna görə müasir badminton ən kütləvi idman oyunlarından birinə çevrilmişdir.
Klubumuz badminton idman növü ilə həm peşəkar, həm də həvəskar məşğul olmaq istəyənlər üçün məşq və təlimlər təklif edir. 
Məşqçi haqqında
Məşqçi 4 qat Azərbaycan Çempionu, beynəlxalq turnirlərdə fərqlənmələrin sahibi, ölkəmizdə keçirilən Avropa oyunlarında ölkəmizi təmsil edən idman ustası, beynəlxalq ""level 1"" məşqçi sertifikatlı peşəkar idmançıdır. ""Level 1"" beynəlxalq məşqçi sertifikatına yalnız Dünya Badminton Federasiyası (DBF) tərəfindən keçirilən kursdan və daha sonra imtahandan uğurla keçmiş məşqçilər sahibdir və beynəlxalq sertifikat kimi bütün ölkələrdə tanınır.","['Baz.E. - Şən., 19:00-22:00 (28 Apr. - 31 )', 'Baz.E. - Şən., 19:00-22:00 (28 Apr. - 30 Dek.)', 'Baz.E. - Şən., 19:00-22:00 (28 Apr. - 30 Dek.)', 'Baz.E. - Şən., 19:00-22:00 (28 Apr. - 30 Dek.)', 'Baz - Baz, 11:00-13:00 (30 Apr. - 31 Dek.)', 'Baz - Baz, 10:00-13:00 (30 Apr. - 31 Dek.)']"
Digər,"""Qaladan Qaçış"" kvest oyunu",9,4+,"İçərişəhərin gözəlliyi heç kəsi laqeyd qoya bilməz, amma kim bilirdi ki, bu cür gözəllik nəinki valeh edir, həm də ovsunlayır?!
Özünüzü İçərişəhərlə tapmaq, bilmədən girov olmaq ... İçərişəhər planetin ən sirli yerlərindən biridir; şəhər açmalı olduğunuz bir çox sirləri saxlayır.Ancaq bu, çox çətin olacaq, çünki maraqlı kənar şəxsləri çox sevməyən yerli sakinlərin nəzarəti altındasınız ...
""Qaladan Qaçış"" axtarmaq oyununda yeganə çıxış yolu qaçmaq olan girovların rolunu sınamaq imkanınız olacaq, köhnə şəhərin bütün sirlərini aça biləcəksiniz, yoxsa sirr və sirlərin əsirliyində əbədi qalacaqsınız?
Qiymət:

Standart bilet: 9azn
Qrup bileti: 30azn (maksimum 6 nəfər)

Qeyd: 6 nəfərdən çox olsanız, əlavə bilet almaq lazımdır.
Biletə nə daxildir?

içərişəhər küçələrində xüsusi dizayn olunmuş kvestdə oyunu
xüsusi proqram təminatı
oyun müddətində dəstək (İstənilən çətinlik yarandıqda bələdçimiz ilə əlaqə saxlayırsınız və sizə dəstək göstərilir.)
sərbəst foto və video çəkiliş 

Müddət: Oyun təqribi 2 saat davam edir.
Oyunçu sayı: 1-5 nəfər (Oyunda həm böyüklər, həm uşaqlar iştirak edə bilər)
Dil: Azərbaycan və ya Rus (siz seçirsiniz).
Ünvan: İçərişəhər
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Bu interaktiv oyunda İçərişəhərin gizli yerlərində buraxılmış ipucuları və “çıxış xəritəsindən” istifadə et və ""Qaladan Qaçış"" yollarını tap! ","['Baz.E. - Baz, 10:00-18:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 10:00-22:00 (28 Apr. - 31 Dek.)']"
Təbiət və Açıq Havada Əyləncə,At Sürmək Böyüklər və Uşaqlar üçün,10,7+,"Qiymətə daxildir:

Bələdçi mehtər
Seçilmiş biletə uyğun at sürmək
Təhlükəsizlik kaskası və kaskanın altından gigiyenik baş geyimi (birdəfəlik istifadə olunan)
Atları oxşamaq və bəsləmək imkanı (özünüzlə bir neçə yerkökü gətirməyiniz kifayətdir)
Ərazidə gəzmək üçün müasir üslübda ferma

Qiymət:

10AZN (10 dəqiqə)
20AZN (20 dəqiqə)

Vacib qeydlər

Böyüklər və eynilə də 7 yaşdan yuxarı uşaqlar üçün idealdır
Uzun şalvar və örtülü ayaqqabılar (xüsusən də uşağınızla yanaşı gəzirsinizsə).
İş saatları ərzində istənilən vaxt gələ bilərsiniz.
Gələrkən ailələr özləri ilə yemək gətirə bilərlər.
İştirakçılar mehtərlərimizin müşayiətində at sürəcəklər.

Dil: Azərbaycan və Rus dilində
Ünvan: Mərdəkan, Bakı, Havalimanı yaxınlığında
At Sürmək Haqqında
At sürmək hərkəs üçün həmişə özü ilə qürur duyacağı bir fəaliyyətdir. Ata minmək insanlar üçün unudulmaz bir təcrübədir və mehtərlərimiz onlara təhlükəsiz və rahat bir şəraitdə əsl çapar olmağa kömək edəcəklər.
İştirakçılar eyni zamanda rəngarəng bitkilərdən, quşlardan, sərin və təzə mehdən zövq alaraq atçılıq mərkəzinin təsərrüfatında gözəl mənzərələri seyr edə bilərlər. Ərazidə restoran və çay üçün kiçik bir kafe müstəqil fəaliyyət göstərir. İstədiyiniz qədər ərazidə gəzə bilərsiniz.
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
İndi qeydiyyatdan keçin!","['Baz.E. - Baz, 10:00-19:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 10:00-19:00 (28 Apr. - 31 )']"
Muzeylər və Mədəniyyət,Neon Sənəti Muzeyi,6,6+,"Biletə daxildir

3 mərtəbəli muzeydə ekskursiya
Peşəkar bələdçi
Sərbəst foto və video çəkiliş
Müddət: Ekskursiya üçün təqribi 1.5 saat kifayətdir.

Qiymət:

Giriş bileti: 8 AZN
Qrup bileti: 6 AZN (4 və ya daha çox iştirakçı olduqda 1 nəfər üçün bilet qiyməti).

Dil: Azərbaycan və ya Rus (siz seçirsiniz).
Ünvan: Novxanı kəndi, Bakı
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Neon Muzeyi haqqında
Neon 19-cu əsrin sonlarında öz parlaq işığı və rəngləri ilə rəssamları özünə cəlb etmək üçün kəşf edildiyi gündən xeyli yol keçmiş və sənətə öz yolunu tapmışdır. Neon Sənəti ultrabənövşəyi işığın altında neonun əks olunmasının təsirinə əsaslanan rəsmdir, onun parıltı illüziyası və 3D effekti sayəsində şəkillər canlanır. Fərid Ələkbərov, Azərbaycanın ən mühüm müasir rəssamlarından biridir və ən ikonik neon rəssamlarından biri kimi qəbul edilir. O dünyada ilk və yeganə Neon Sənət Muzeyinin təsisçisidir.
Bakının Novxanı kəndində yerləşən unikal Neon Sənət Muzeyi fasaddan interyerə qədər neon üslubda bəzədilmiş iki mərtəbədən ibarətdir. Muzeyin yerinin seçilməsi təsadüfi deyil, belə ki, rəssam uşaqlıqdan bütün dəyişən əhval-ruhiyyəsi ilə dənizə aşiq olub və o hesab edir ki, dənizin təmiz havası insana sərbəst nəfəs almağa imkan verən tamam başqa hisslər verir.
Muzeydə sözün əsl mənasında döşəmədən tavana kimi bütün səthlər ultrabənövşəyi şüalar altında parıldayan neon rəsmlərlə örtülmüşdür. Muzeydə normal və flüoresan rənglərin kombinasiyalarından istifadə edilmişdir ki, bu rənglər də işıq olmadıqda “işləyir” və qaranlıqda heyrətamiz parıltı effekti yaradır.
Biletlərinizi indi əldə edin.","['Çərş.A. - Baz, 13:00-18:00 (28 Apr. - 31 Dek.)', 'Çərş.A. - Baz, 13:00-19:00 (28 Apr. - 31 Dek.)']"
İdman və Döyüş Sənəti,Paintball - Adrenalin və Strategiya,15,12+,"Həyacan, adrenalin və strategiyanı özündə birləşdirən oyun!
Qiymətə daxildir:

Poliqon: Həm açıq, həm də qapalı hissələrdən ibarət olan poliqon şəhər mərkəzində yerləşir və əsl döyüş meydanını xatırladır
Avadanlıqlar: Silah, xüsusi geyim, kaska, bronjilet, əlcək
Rəngli şarlar: hər oyunçu üçün 100 ədəd (onlayn bilet alarkən əlavə güllə sifariş verə bilərsiniz)
Təlimat: Oyundan əvvəl təhlükəsizlik üzrə təlimat
İştirakçı sayı: Minumum 2 maksimum 14
Müddət: Maksimum 3 saat olmaqla, güllə sayı bitənə qədər

Qiymət: 15AZN (Hər bir iştirakçıya minumum 100 güllə)
Qeydlər:

İdman ayaqqabısı ilə gəlmək lazımdır.
Həftəiçi oyunlar üçün 1 gün, həftəsonu oyunları isə 3 gün əvvəldən biletlər alınıb yerlər rezerv olunmalıdır.

Ləğv Qaydası: Alınan biletlər başqasına istifadə üçün verilə bilər və qaytarılmır.
Ünvan: Azərbaycan Nəşriyyatı binasının yaxınlığı (Mətbuat prospekti)","['Baz.E. - Cüm., 10:00-00:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 10:00-00:00 (29 Apr. - 31 Dek.)']"
